id,name,link,image
282,Aramane Donne Biriyani,https://www.zomato.com/bangalore/aramane-donne-biriyani-koramangala-8th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/3/19430673/0341679cb1243f18f4b95167d580fa82_o2_featured_v2.jpg
283,Kataria's,https://www.zomato.com/bangalore/katarias-btm-bangalore/order,
284,Bathinda Junction,https://www.zomato.com/bangalore/bathinda-junction-koramangala-7th-block-bangalore/order,
285,Khichdi Bar By Dil Foods,https://www.zomato.com/bangalore/khichdi-bar-by-dil-foods-brigade-road-bangalore/order,
286,Cupcake Bliss Cakes & Desserts,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-vasanth-nagar-bangalore/order,
287,Kabab King,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,
288,Adiga's,https://www.zomato.com/bangalore/adigas-majestic-bangalore/order,
289,The Momo Co.,https://www.zomato.com/bangalore/the-momo-co-hosur-road-bangalore/order,
290,Motis Kitchen,https://www.zomato.com/bangalore/motis-kitchen-thippasandra/order,
291,Asha Food Camp,https://www.zomato.com/bangalore/asha-food-camp-malleshwaram/order,
292,Galli Kitchen,https://www.zomato.com/bangalore/galli-kitchen-1-banashankari-bangalore/order,
293,Sree Banashankari Donne Biriyani,https://www.zomato.com/bangalore/sree-banashankari-donne-biriyani-basaveshwara-nagar-bangalore/order,
294,Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-church-street-bangalore/order,
295,Rang De Basanti Dhaba,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore/order,
296,Umpire Chicken County,https://www.zomato.com/bangalore/umpire-chicken-county-richmond-road-bangalore/order,
297,Shiv Sagar Signature,https://www.zomato.com/bangalore/shiv-sagar-signature-basavanagudi-bangalore/order,
298,Mini Punjabi Dhaba,https://www.zomato.com/bangalore/mini-punjabi-dhaba-banashankari/order,
299,Tasty Magic,https://www.zomato.com/bangalore/tasty-magic-btm/order,
300,Indus Family Restaurant,https://www.zomato.com/bangalore/indus-family-restaurant-btm/order,
301,A1 Ambur Chicken Biriyani Point,https://www.zomato.com/bangalore/a1-ambur-chicken-biriyani-point-yeshwantpur-bangalore/order,
302,Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-vasanth-nagar-bangalore/order,
303,Green Chilly,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order,
304,Chichaba's Taj,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,
305,Shetty Lunch Home,https://www.zomato.com/bangalore/shetty-lunch-home-sadashiv-nagar-bangalore/order,
306,Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,
307,Odia Khaiba,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,
308,The Cake Fancy,https://www.zomato.com/bangalore/the-cake-fancy-basavanagudi-bangalore/order,
309,RollsKing,https://www.zomato.com/bangalore/rollsking-btm-bangalore/order,
310,Udupi Garden,https://www.zomato.com/bangalore/udupi-garden-jayanagar-bangalore/order,
311,Milano Ice Cream,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/order,
312,Roti Walaa,https://www.zomato.com/bangalore/roti-walaa-koramangala-5th-block-bangalore/order,
313,Grand Paradise,https://www.zomato.com/bangalore/grand-paradise-btm-bangalore/order,
314,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-indiranagar-bangalore/order,
315,Pizza-Man,https://www.zomato.com/bangalore/pizza-man-basavanagudi-bangalore/order,
316,No.10 Fort Cochin,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,
317,SLV Corner Restaurant,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order,
318,NOTO - Ice Creams & Desserts,https://www.zomato.com/bangalore/noto-ice-creams-desserts-richmond-road-bangalore/order,
319,Namo Andhra - Pure Veg,https://www.zomato.com/bangalore/namo-andhra-pure-veg-seshadripuram-bangalore/order,
320,Namo Andhra,https://www.zomato.com/bangalore/namo-andhra-jeevan-bhima-nagar-bangalore/order,
321,Sukh Sagar,https://www.zomato.com/bangalore/sukh-sagar-majestic/order,
322,Sheesh Kebab,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,
323,Belgian Waffle Factory,https://www.zomato.com/bangalore/belgian-waffle-factory-frazer-town-bangalore/order,
324,Bangalikhana,https://www.zomato.com/bangalore/bangalikhana-koramangala-7th-block-bangalore/order,
325,Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-seshadripuram-bangalore/order,
326,Pizza House,https://www.zomato.com/bangalore/pizza-house-frazer-town-bangalore/order,
327,Mayuri,https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/order,
328,Sai Cafe Veg,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,
329,Vijayanagar Vaibhav,https://www.zomato.com/bangalore/vijayanagar-vaibhav-vijay-nagar-bangalore/order,
330,Five Star New Ambur Biryani,https://www.zomato.com/bangalore/five-star-new-ambur-biryani-btm-bangalore/order,
331,Bucket Biryani,https://www.zomato.com/bangalore/bucket-biryani-brigade-road-bangalore/order,
332,Nammura Upachara,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order,
333,Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-vasanth-nagar-bangalore/order,
334,Madras Meal Company,https://www.zomato.com/bangalore/madras-meal-company-1-frazer-town-bangalore/order,
335,Big Bang Pizza,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore/order,
336,HRX by EatFit,https://www.zomato.com/bangalore/hrx-by-eatfit-cunningham-road-bangalore/order,
337,Hotel Revoli Inn,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order,
338,Mainland China,https://www.zomato.com/bangalore/mainland-china-church-street/order,
339,Burger Seigneur,https://www.zomato.com/bangalore/burger-seigneur-church-street-bangalore/order,
340,Sri Udupi Utsav,https://www.zomato.com/bangalore/sri-udupi-utsav-koramangala-8th-block-bangalore/order,
341,Thenga Manga By Chef Pillai,https://www.zomato.com/bangalore/thenga-manga-by-chef-pillai-brigade-road-bangalore/order,
342,Trattoria by Toscano,https://www.zomato.com/bangalore/trattoria-by-toscano-church-street-bangalore/order,
343,Kaati Zone Rolls and Wraps,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-vasanth-nagar-bangalore/order,
344,Chung's Chinese Corner,https://www.zomato.com/bangalore/chungs-chinese-corner-cunningham-road/order,
345,Salad Days,https://www.zomato.com/bangalore/salad-days-indiranagar-bangalore/order,
346,Udupi Shanthi Sagar,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order,
347,La Heaven,https://www.zomato.com/bangalore/la-heaven-malleshwaram-bangalore/order,
348,Oh! Calcutta,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore/order,
349,Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order,
350,Singh Da Punjabi Dhaba,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore/order,
351,Al Noor,https://www.zomato.com/bangalore/al-noor-shivajinagar-bangalore/order,
352,Green Onion,https://www.zomato.com/bangalore/green-onion-residency-road/order,
353,Tandoori Knight,https://www.zomato.com/bangalore/tandoori-knight-banashankari/order,
354,RS Shiv Sagar,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order,
355,Slice Of Heaven Pizza,https://www.zomato.com/bangalore/slice-of-heaven-pizza-2-rajajinagar-bangalore/order,
356,The Licious Kitchen,https://www.zomato.com/bangalore/the-licious-kitchen-koramangala-6th-block-bangalore/order,
357,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,
358,RB Food Point,https://www.zomato.com/bangalore/rb-food-point-btm-bangalore/order,
359,Al-Wahab Tandoori Restaurant,https://www.zomato.com/bangalore/al-wahab-tandoori-restaurant-hbr-layout-bangalore/order,
360,Prasidhi Food Corner,https://www.zomato.com/bangalore/prasidhi-food-corner-jp-nagar-bangalore/order,
361,Bengali Fun Foods,https://www.zomato.com/bangalore/bengali-fun-foods-btm-bangalore/order,
362,Rajasthani Taj Restaurant,https://www.zomato.com/bangalore/rajasthani-taj-restaurant-btm-bangalore/order,
363,Gandhinagar Donne Biriyani,https://www.zomato.com/bangalore/gandhinagar-donne-biriyani-1-majestic-bangalore/order,
364,Green Cravings,https://www.zomato.com/bangalore/green-cravings-richmond-road-bangalore/order,
365,Karama Restaurant,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,
366,Dwarkamai Pure Veg Restaurant,https://www.zomato.com/bangalore/dwarkamai-pure-veg-restaurant-basavanagudi-bangalore/order,
367,PVR Café,https://www.zomato.com/bangalore/pvr-caf%C3%A9-koramangala-7th-block-bangalore/order,
368,Punjabi Pure Veg Restaurant Since 1994,https://www.zomato.com/bangalore/punjabi-pure-veg-restaurant-since-1994-1-majestic-bangalore/order,
369,Broast Khan,https://www.zomato.com/bangalore/broast-khan-sanjay-nagar-bangalore/order,
370,The Home Food,https://www.zomato.com/bangalore/the-home-food-4-rt-nagar-bangalore/order,
371,Nasi And Mee,https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/order,
372,Savoury - Sea Shell Restaurant,https://www.zomato.com/bangalore/savoury-sea-shell-restaurant-btm-bangalore/order,
373,Khaomomo,https://www.zomato.com/bangalore/khaomomo-domlur-bangalore/order,
374,Fresh Bites,https://www.zomato.com/bangalore/fresh-bites-indiranagar-bangalore/order,
375,Karavali Fine Dine,https://www.zomato.com/bangalore/karavali-fine-dine-koramangala-7th-block-bangalore/order,
376,You Mee,https://www.zomato.com/bangalore/you-mee-malleshwaram-bangalore/order,
377,Texas Burgers,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order,
378,Simplee Shawarma,https://www.zomato.com/bangalore/simplee-shawarma-btm-bangalore/order,
379,Bihari Bowl By Dil Foods,https://www.zomato.com/bangalore/bihari-bowl-by-dil-foods-thippasandra-bangalore/order,
380,Kabab Manor,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order,
381,XO Belgian Waffle,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,
382,Punjab Grill,https://www.zomato.com/bangalore/punjab-grill-brigade-road-bangalore/order,
383,Spice Up,https://www.zomato.com/bangalore/spice-up-jp-nagar/order,
384,Andhra Kitchen,https://www.zomato.com/bangalore/andhra-kitchen-btm/order,
385,Shree Krishna Vaibhava,https://www.zomato.com/bangalore/shree-krishna-vaibhava-1-basaveshwara-nagar-bangalore/order,
386,Pai Vihar,https://www.zomato.com/bangalore/pai-vihar-city-market/order,
387,Chopstick,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,
388,Namo Andhra - Pure Veg,https://www.zomato.com/bangalore/namo-andhra-pure-veg-koramangala-6th-block-bangalore/order,
389,Richie Rich,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,
390,Smoke House Deli,https://www.zomato.com/SmokeHouseDeli-LavelleRoad/order,
391,Om Meal And Paratha Junction,https://www.zomato.com/bangalore/om-meal-and-paratha-junction-domlur-bangalore/order,
392,Burger Hub,https://www.zomato.com/bangalore/burger-hub-rajajinagar-bangalore/order,
393,Skyline Pizza & Burger Cafe,https://www.zomato.com/bangalore/skyline-pizza-burger-cafe-rajajinagar-bangalore/order,
394,Wholesome Bowlsome,https://www.zomato.com/bangalore/wholesome-bowlsome-thippasandra-bangalore/order,
395,Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-vasanth-nagar-bangalore/order,
396,Akshatha Biryani,https://www.zomato.com/bangalore/akshatha-biryani-rt-nagar-bangalore/order,
397,Hotel Salala,https://www.zomato.com/bangalore/hotel-salala-airport-road/order,
398,Little Italy,https://www.zomato.com/bangalore/little-italy-indiranagar/order,
399,New Udupi Upahar,https://www.zomato.com/bangalore/new-udupi-upahar-1-jayanagar-bangalore/order,
400,Samosa Singh,https://www.zomato.com/bangalore/samosa-singh-brigade-road-bangalore/order,
401,Sorbetto,https://www.zomato.com/bangalore/sorbetto-vasanth-nagar-bangalore/order,
402,Panchami,https://www.zomato.com/bangalore/panchami-banashankari/order,
403,Sultan,https://www.zomato.com/bangalore/sultan-btm-bangalore/order,
404,Biriyani Treat,https://www.zomato.com/bangalore/biriyani-treat-basaveshwara-nagar-bangalore/order,
405,Twiststick House,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order,
406,North Indian Food,https://www.zomato.com/bangalore/north-indian-food-1-rajajinagar-bangalore/order,
407,Cherish Pizzaria,https://www.zomato.com/bangalore/cherish-pizzaria-vijay-nagar-bangalore/order,
408,Donne Biryani,https://www.zomato.com/bangalore/donne-biryani-rt-nagar-bangalore/order,
409,Rajathadri Food Fort,https://www.zomato.com/bangalore/rajathadri-food-fort-jayanagar/order,
410,Nano Duzi,https://www.zomato.com/bangalore/nano-duzi-hosur-road-bangalore/order,
411,Shuchi Ruchi,https://www.zomato.com/bangalore/shuchi-ruchi-malleshwaram/order,
412,The Grand Hyderabad Biryani Restaurant,https://www.zomato.com/bangalore/the-grand-hyderabad-biryani-restaurant-frazer-town-bangalore/order,
413,Kullad Cafe,https://www.zomato.com/bangalore/kullad-cafe-btm/order,
414,Ghee and Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,
415,Davanagere Benne Dose,https://www.zomato.com/bangalore/davanagere-benne-dose-jayanagar-bangalore/order,
416,RR Vatika,https://www.zomato.com/bangalore/rr-vatika-jayanagar-bangalore/order,
417,Maharaja Military Canteen - Donne Biryani,https://www.zomato.com/bangalore/maharaja-military-canteen-donne-biryani-rt-nagar-bangalore/order,
418,O4H - Order For Health,https://www.zomato.com/bangalore/o4h-order-for-health-btm-bangalore/order,
419,Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-vasanth-nagar-bangalore/order,
420,Vaigai Vilas,https://www.zomato.com/bangalore/vaigai-vilas-btm-bangalore/order,
421,Sagar Delicacy,https://www.zomato.com/bangalore/sagar-delicacy-2-ulsoor-bangalore/order,
422,Kottayam The Restaurant,https://www.zomato.com/bangalore/kottayam-the-restaurant-koramangala-5th-block-bangalore/order,
423,Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-vasanth-nagar-bangalore/order,
424,Karavali Family Restaurant,https://www.zomato.com/bangalore/karavali-family-restaurant-brigade-road-bangalore/order,
425,Sri Krishna Sagar,https://www.zomato.com/bangalore/sri-krishna-sagar-koramangala-6th-block-bangalore/order,
426,Big Chicken,https://www.zomato.com/bangalore/big-chicken-kammanahalli/order,
427,Salt - Indian Restaurant Bar & Grill,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order,
428,Madno - House of Sundaes,https://www.zomato.com/bangalore/madno-house-of-sundaes-brigade-road-bangalore/order,
429,Karnataka Biriyani Point,https://www.zomato.com/bangalore/karnataka-biriyani-point-malleshwaram-bangalore/order,
430,OOttupura,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order,
431,Tandoori Taal,https://www.zomato.com/bangalore/tandoori-taal-race-course-road-bangalore/order,
432,Burgerama,https://www.zomato.com/bangalore/burgerama-indiranagar-bangalore/order,
433,N Chef Restaurant,https://www.zomato.com/bangalore/n-chef-restaurant-brigade-road-bangalore/order,
434,Anu Momos Chinese Kitchen,https://www.zomato.com/bangalore/anu-momos-chinese-kitchen-1-kammanahalli/order,
435,Hyderabadi Biryani Hub,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,
436,Nagarjuna Chimney,https://www.zomato.com/bangalore/nagarjuna-chimney-jayanagar/order,
437,Fiero! Pizzeria,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore/order,
438,Pailwan Pulao,https://www.zomato.com/bangalore/pailwan-pulao-1-jayanagar-bangalore/order,
439,Prakriti Delux,https://www.zomato.com/bangalore/prakriti-delux-rajajinagar-bangalore/order,
440,Kolkata Famous Kati Rolls,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-thippasandra-bangalore/order,
441,The Salad Studio,https://www.zomato.com/bangalore/the-salad-studio-indiranagar-bangalore/order,
442,"Ovenfresh Pizzas, Cakes and Desserts",https://www.zomato.com/bangalore/ovenfresh-pizzas-cakes-and-desserts-indiranagar-bangalore/order,
443,Rosy Roti,https://www.zomato.com/bangalore/rosy-roti-domlur-bangalore/order,
444,Rana Donne Biriyani,https://www.zomato.com/bangalore/rana-donne-biriyani-rajajinagar-bangalore/order,
445,Savitha Family Restaurant,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,
446,Nomad Pizza - Traveller Series,https://www.zomato.com/bangalore/nomad-pizza-traveller-series-koramangala-7th-block-bangalore/order,
447,C. K. Mega Hot Food,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order,
448,Chianti,https://www.zomato.com/bangalore/chianti-mg-road-bangalore/order,
449,The Bengal Club,https://www.zomato.com/bangalore/the-bengal-club-domlur-bangalore/order,
450,Roti Sabji.Com,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order,
451,New Kadai Family Restaurant,https://www.zomato.com/bangalore/new-kadai-family-restaurant-rt-nagar-bangalore/order,
452,Haka,https://www.zomato.com/bangalore/haka-church-street-bangalore/order,
453,Savoury Express,https://www.zomato.com/bangalore/savoury-express-jeevan-bhima-nagar-bangalore/order,
454,Lakeview Milkbar — Since 1930,https://www.zomato.com/bangalore/lakeview-milkbar-since-1930-mg-road-bangalore/order,
455,Lassi Corner,https://www.zomato.com/bangalore/lassi-corner-koramangala-8th-block-bangalore/order,
456,Beyond The Crust - BTC,https://www.zomato.com/bangalore/beyond-the-crust-btc-koramangala-2nd-block-bangalore/order,
457,Marwadi Chaat Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-btm-bangalore/order,
458,Grill Daddy,https://www.zomato.com/bangalore/grill-daddy-koramangala-1st-block-bangalore/order,
459,Amul Ice Cream Parlour,https://www.zomato.com/bangalore/amul-ice-cream-parlour-btm-bangalore/order,
460,Rolls Mania,https://www.zomato.com/bangalore/rolls-mania-st-marks-road-bangalore/order,
461,Shrinidhi Military Hotel,https://www.zomato.com/bangalore/shrinidhi-military-hotel-basavanagudi/order,
462,Aladdin Shawarma,https://www.zomato.com/bangalore/aladdin-shawarma-kammanahalli-bangalore/order,
463,Sri Kabalamma Pork Mutton Hotel,https://www.zomato.com/bangalore/sri-kabalamma-pork-mutton-hotel-basaveshwara-nagar-bangalore/order,
464,Simply Chats,https://www.zomato.com/bangalore/simply-chats-basaveshwara-nagar-bangalore/order,
465,Kadamba Samrat,https://www.zomato.com/bangalore/kadamba-samrat-vijay-nagar-bangalore/order,
